"","title","author","path","date","response"
"1442","[<U+8A0E><U+8AD6>]<U+8FEA><U+58EB><U+5C3C><U+65B0><U+52D5><U+756B><U+3010><U+98DB><U+6A5F><U+7E3D><U+52D5><U+54E1>Planes<U+3011><U+9810><U+544A> ","tkuaaa","/bbs/movie/M.1372072747.A.F9C.html"," 6/24","12"
"1443","[<U+65B0><U+805E>] «<U+611B><U+6084><U+6084><U+8D8A><U+754C>»<U+6311><U+6230><U+8DE8><U+6587><U+5316><U+7684><U+540C><U+5FD7><U+611B><U+60C5>","tomford","/bbs/movie/M.1372074970.A.B27.html"," 6/24","1"
"1444","Re: [live] <U+8718><U+86DB><U+4EBA>:<U+9A5A><U+5947><U+518D><U+8D77>  HBO 22:00","yuch","/bbs/movie/M.1372075380.A.220.html"," 6/24",""
"1445","[<U+8A0E><U+8AD6>] <U+6DD2><U+53B2><U+4EBA><U+59BB><U+7684><U+7537><U+4E3B><U+89D2><U+5C45><U+7136><U+5C31><U+662F><U+521D><U+6200><U+7684><U+5C0F><U+83AB><U+5B78>","tiffanyC","/bbs/movie/M.1372076410.A.B12.html"," 6/24","5"
"1446","[<U+65B0><U+805E>] <U+300C><U+721B><U+7247><U+300D><U+884C><U+92B7><U+4E0D><U+5403>!<U+300C><U+5929><U+6A5F><U+300D><U+4E0A><U+6620>3<U+5929> <U+53EA>","murray","/bbs/movie/M.1372076578.A.C05.html"," 6/24","31"
"1447","[<U+8CA0><U+96F7>]<U+8D85><U+4EBA>_<U+92FC><U+9435><U+82F1><U+96C4>,<U+8CE3><U+9B27><U+963F>~<U+85A9><U+5FB7><U+53D4><U+53D4> ","TEA0922","/bbs/movie/M.1372076806.A.71A.html"," 6/24","2"
"1448","[<U+8ACB><U+76CA>] <U+6BAD><U+5C4D><U+54EA><U+6709><U+9019><U+9EBC><U+5E25> <U+7684><U+5149><U+5F71><U+6548><U+679C>","seapringles","/bbs/movie/M.1372077180.A.430.html"," 6/24",""
"1449","[  <U+96F7>] <U+611B><U+6155>","lpbrother","/bbs/movie/M.1372077196.A.11B.html"," 6/24","2"
"1450","Re: [<U+8CA0><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4>","Mogri","/bbs/movie/M.1372078476.A.74D.html"," 6/24","5"
"1451","[<U+597D><U+7B11><U+96F7>] <U+672B><U+65E5>Z<U+6230>-<U+4E0D><U+53EF><U+932F><U+904E><U+7684><U+5927><U+88FD><U+4F5C><U+5411>  <U+81F4><U+656C><U+559C><U+5287>","nuturewind","/bbs/movie/M.1372079165.A.ED8.html"," 6/24","5"
"1452","[<U+5927><U+8CA0><U+96F7>] <U+6284><U+8972><U+7684><U+5927><U+721B><U+7247> <U+5927><U+5C3E><U+9C78><U+9C3B>","linkcat","/bbs/movie/M.1372079379.A.0D6.html"," 6/24","<U+7206>"
"1453","[<U+8A0E><U+8AD6>] <U+674E><U+5967><U+7D0D><U+591A><U+72C4><U+5361><U+76AE><U+6B50>-<U+4E0D><U+884C><U+4E86>..","lgtafv","/bbs/movie/M.1372079590.A.B2C.html"," 6/24","X8"
"1454","Re: [<U+597D><U+96F7>] <U+95C7><U+9ED1><U+7121><U+754C>:<U+661F><U+969B><U+722D><U+9738><U+6230>.Shall we begin?","bluenicole","/bbs/movie/M.1372081223.A.EE0.html"," 6/24","63"
"1455","[<U+8A0E><U+8AD6>] <U+5E03><U+745E><U+5FB7><U+5229><U+5EAB><U+67CF><U+8207><U+9023><U+6069><U+5C3C><U+905C><U+7684><U+76F8><U+4F3C><U+5EA6>","andy80419","/bbs/movie/M.1372081303.A.DB5.html"," 6/24","8"
"1456","[<U+554F><U+7247>] <U+5973><U+4E3B><U+89D2><U+6709><U+8D85><U+80FD><U+529B>,<U+4E0D><U+662F>x<U+6230><U+8B66>","timve1991","/bbs/movie/M.1372081838.A.988.html"," 6/24","3"
"1457","[<U+7247><U+55AE>] <U+5E6B><U+5FD9><U+63A8><U+85A6><U+9ED1><U+8272><U+5E7D><U+9ED8> <U+9ED1><U+4EBA> <U+9ED1><U+5E6B><U+7684><U+96FB><U+5F71>","vtiny","/bbs/movie/M.1372081950.A.590.html"," 6/24","8"
"1458","[<U+7247><U+55AE>] <U+7570><U+5F62><U+6216><U+602A><U+7269><U+5403><U+4EBA><U+54AC><U+4EBA><U+7247>","s531619","/bbs/movie/M.1372082474.A.141.html"," 6/24","16"
"1459","[<U+554F><U+7247>] <U+5973><U+9B3C><U+5047><U+610F><U+8DDF><U+4E00><U+4F4D><U+5973><U+751F><U+53CB><U+597D><U+6F38><U+6F38><U+53D6><U+800C><U+4EE3><U+4E4B>","amy93","/bbs/movie/M.1372083379.A.D5F.html"," 6/24","14"
"1460","Re: [<U+8ACB><U+76CA>] <U+5091><U+514B>:<U+5DE8><U+4EBA><U+6230><U+7D00>(<U+6709><U+96F7>)","OlivierLin","/bbs/movie/M.1372084675.A.6D5.html"," 6/24","1"
"1461","[<U+7247><U+55AE>] <U+52D5><U+4F5C><U+79D1><U+5E7B><U+6B63><U+59B9>","ashioulou","/bbs/movie/M.1372085812.A.5DD.html"," 6/24","37"
"1462","[<U+8ACB><U+76CA>] <U+53F0><U+7063><U+5728><U+5730><U+62CD><U+651D><U+7279><U+8272><U+660E><U+986F><U+7684><U+96FB><U+5F71>","yago","/bbs/movie/M.1372087165.A.742.html"," 6/24","15"
"1463","[<U+8A0E><U+8AD6>] <U+5C0F><U+5B78><U+751F><U+62CD><U+651D><U+7684><U+516C><U+76CA><U+5FAE><U+96FB><U+5F71>","eve815","/bbs/movie/M.1372087468.A.E18.html"," 6/24",""
"1464","[<U+8A0E><U+8AD6>]<U+3010><U+8D77><U+98A8><U+4E86><U+3011><U+7247><U+6BB5><U+9810><U+544A> <U+5BAE><U+5D0E><U+99FF>2013<U+5E74><U+96FB><U+5F71><U+65B0><U+4F5C>","tkuaaa","/bbs/movie/M.1372088491.A.90F.html"," 6/24","10"
"1465","[<U+8ACB><U+76CA>] Girl Rising<U+662F><U+5426><U+6703><U+5728><U+53F0><U+7063><U+4E0A><U+6620><U+FF1F>","lc324","/bbs/movie/M.1372088510.A.C37.html"," 6/24","1"
"1466","[<U+8CA0><U+7121><U+96F7>] <U+9ED1><U+5F71><U+770B><U+96FB><U+5F71> <U+534A><U+591C><U+9B3C><U+4E0A><U+5E8A>:<U+5922><U+6BBA> ","ligar","/bbs/movie/M.1372089341.A.817.html"," 6/24","2"
"1467","[<U+7121><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> ""<U+8AFE><U+862D>""<U+5230><U+5E95><U+9A19><U+4E86><U+591A><U+5C11><U+7968><U+623F>?","elwyn","/bbs/movie/M.1372089394.A.94B.html"," 6/24","11"
"1468","[<U+554F><U+7247>] <U+60F3><U+554F><U+4E00><U+90E8><U+6D0B><U+7247><U+53E4><U+4E95><U+7684><U+602A><U+8B5A>(<U+5DF2><U+89E3>)Amazing Stories""Thanksgiving","cooltony0826","/bbs/movie/M.1372089941.A.684.html"," 6/25","3"
"1469","[<U+597D><U+96F7>]<U+807D><U+8AAA><U+6850><U+5CF6><U+9000><U+793E><U+4E86> ","fwffw","/bbs/movie/M.1372090305.A.3A0.html"," 6/25","11"
"1470","[<U+597D><U+96F7>] <U+672B><U+65E5><U+4E4B><U+6230> World War Z","ken124414","/bbs/movie/M.1372090860.A.2C2.html"," 6/25","6"
"1471","[<U+554F><U+7247>] <U+5287><U+60C5><U+6709><U+5927><U+53D4><U+5272><U+5589><U+81EA><U+6BBA><U+7684><U+96FB><U+5F71>","epcl4uc96g4u","/bbs/movie/M.1372091730.A.8DF.html"," 6/25","9"
"1472","[<U+8A0E><U+8AD6>] <U+539F><U+4F86><U+53F0><U+7063><U+62CD><U+904E><U+7279><U+651D><U+7247>...","eva7141","/bbs/movie/M.1372092751.A.64B.html"," 6/25","20"
"1473","[<U+597D><U+96F7>] <U+672B><U+65E5><U+4E4B><U+6230>","TYHsiWei","/bbs/movie/M.1372094063.A.F8A.html"," 6/25","2"
"1474","Re: [<U+7121><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> ""<U+8AFE><U+862D>""<U+5230><U+5E95><U+9A19><U+4E86><U+591A><U+5C11><U+7968><U+623F>?","nvidia123","/bbs/movie/M.1372094797.A.90F.html"," 6/25","17"
"1475","[<U+56E7><U+96F7>] <U+5929><U+6A5F> ","kinple","/bbs/movie/M.1372096624.A.6DC.html"," 6/25","5"
"1476","[<U+597D><U+96F7>] <U+503C><U+5F97><U+53CD><U+601D><U+7684><U+672B><U+65E5>Z<U+6230> ","Eijidate","/bbs/movie/M.1372096891.A.B72.html"," 6/25","14"
"1477","[<U+597D><U+96F7>] <U+5ACC><U+8C6C><U+624B><U+4E8B><U+4EF6>(<U+65E5><U+672C><U+7247>)","dianna72","/bbs/movie/M.1372097233.A.978.html"," 6/25","21"
"1478","[<U+554F><U+7247>] <U+6709><U+89F8><U+96FB><U+7684><U+5834><U+666F>","caelian","/bbs/movie/M.1372103356.A.B52.html"," 6/25","13"
"1479","[<U+65B0><U+805E>] <U+9673><U+7389><U+52F3><U+8F5F><U+5B8C><U+7E3D><U+7D71><U+606F><U+8089> <U+7F3A><U+5E2D>12<U+570B><U+7247><U+9020><U+52E2><U+6703>","octobird","/bbs/movie/M.1372110895.A.3E3.html"," 6/25","13"
"1480","[<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","lsy0002","/bbs/movie/M.1372111912.A.E25.html"," 6/25","X1"
"1481","[<U+65B0><U+805E>]  <U+96FB><U+5F71><U+754C><U+8F5F> <U+6587><U+5316><U+90E8><U+4E2D><U+570B><U+6709><U+5BE9><U+6279><U+5236> <U+5C0D><U+7B49><U+5168><U+662F>","octobird","/bbs/movie/M.1372113626.A.D90.html"," 6/25","3"
"1482","Re: [<U+597D><U+96F7>] <U+5929><U+6A5F>-<U+5BCC><U+6625><U+5C71><U+5C45><U+5716>-<U+4E0D><U+53EF><U+4E0D><U+770B><U+7684><U+4E16><U+7D00><U+5F37><U+6A94><U+559C><U+5287>","safy","/bbs/movie/M.1372116571.A.CBD.html"," 6/25","19"
"1483","Re: [<U+8ACB><U+76CA>] <U+672B><U+65E5><U+4E4B><U+6230><U+4EE5><U+8272><U+5217><U+7684><U+6A4B><U+6BB5>(<U+6709><U+96F7>)","coolfuc","/bbs/movie/M.1372117298.A.945.html"," 6/25","6"
"1484","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","XBUCKXMR","/bbs/movie/M.1372120648.A.7A0.html"," 6/25","<U+7206>"
"1485","Re: [<U+8ACB><U+76CA>] <U+672B><U+65E5><U+4E4B><U+6230><U+4EE5><U+8272><U+5217><U+7684><U+6A4B><U+6BB5>(<U+6709><U+96F7>)","pantani","/bbs/movie/M.1372123494.A.EBC.html"," 6/25","2"
"1486","[<U+597D><U+96F7>]<U+8B0A><U+8A00><U+7684><U+8A95><U+751F> ","hamerer","/bbs/movie/M.1372126548.A.DD4.html"," 6/25","1"
"1487","[<U+554F><U+7247>] <U+92FC><U+9435><U+82F1><U+96C4> <U+8D85><U+4EBA>  <U+8759><U+8760><U+4FE0><U+FF1F>","Minio14","/bbs/movie/M.1372126699.A.563.html"," 6/25",""
"1488","Re: [<U+8ACB><U+76CA>] <U+672B><U+65E5><U+4E4B><U+6230><U+4EE5><U+8272><U+5217><U+7684><U+6A4B><U+6BB5>(<U+6709><U+96F7>)","MacBookProR","/bbs/movie/M.1372127310.A.B8A.html"," 6/25","6"
"1489","[<U+65B0><U+805E>] <U+300C><U+5929><U+6A5F><U+300D><U+5728><U+53F0><U+7968><U+623F><U+6158> <U+9996><U+5468><U+672B><U+8CE3><U+4E0D><U+5230>30<U+842C>","holioholio","/bbs/movie/M.1372129414.A.017.html"," 6/25","39"
"1490","[<U+8D08><U+7968>] <U+9EDE><U+9EDE><U+6ED1><U+9F20>,<U+52D5><U+52D5><U+9375><U+76E4>,<U+514D><U+8CBB><U+770B><<U+641C><U+7D22>>!!","vivian330","/bbs/movie/M.1372130007.A.416.html"," 6/25",""
"1491","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","hoopps","/bbs/movie/M.1372130261.A.585.html"," 6/25","25"
"1492","[<U+6975><U+60E1><U+96F7>] <U+5BCC><U+6625><U+5C71><U+5C45><U+5716>","sunny1991225","/bbs/movie/M.1372131620.A.230.html"," 6/25","60"
"1493","[<U+554F><U+7247>] <U+50CF><U+65E5><U+8A18><U+5F0F><U+7684><U+975E><U+82F1><U+8A9E><U+7CFB><U+5F71><U+7247>(<U+89E3><U+7B54>:<U+590F><U+5929><U+7684><U+6545><U+4E8B>)","zinnn","/bbs/movie/M.1372133555.A.88D.html"," 6/25",""
"1494","[<U+666E><U+96F7>]<U+602A><U+7378><U+5927><U+5B78> ","guets","/bbs/movie/M.1372133640.A.35F.html"," 6/25","2"
"1495","[<U+8A0E><U+8AD6>] <U+6709><U+95DC>""<U+71B1><U+5E36><U+9B5A>""<U+9019><U+90E8><U+570B><U+7247>","borisliu","/bbs/movie/M.1372133820.A.800.html"," 6/25","29"
"1496","[<U+65B0><U+805E>] <U+597D><U+840A><U+5862><U+6027><U+683C><U+5E25><U+8001><U+7238> <U+4F60><U+6700><U+54C8><U+54EA><U+4E00><U+4F4D><U+FF1F>","queeniwu","/bbs/movie/M.1372134583.A.DF4.html"," 6/25","4"
"1497","Re: [<U+554F><U+7247>] <U+95DC><U+65BC><U+73CD><U+59AE><U+4F5B><U+5EB7><U+5948><U+8389>","ggggggg","/bbs/movie/M.1372134626.A.39C.html"," 6/25","22"
"1498","[<U+65B0><U+805E>]<U+3010><U+5373><U+523B><U+6551><U+63F4>3<U+3011><U+796D><U+51FA><U+9AD8><U+7247><U+916C> <U+6709><U+8ACB><U+9023><U+6069><U+5C3C><U+905C>","kevinhft","/bbs/movie/M.1372135003.A.4A4.html"," 6/25","70"
"1499","[<U+8A0E><U+8AD6>] <U+83EF><U+7D0D><U+5F71><U+696D><U+8207><U+50B3><U+5947><U+88FD><U+7247><U+5206><U+9053><U+63DA><U+9463>","alljerry04","/bbs/movie/M.1372139151.A.DA5.html"," 6/25","6"
"1500","[<U+8A0E><U+8AD6>]<U+3010><U+74B0><U+592A><U+5E73><U+6D0B><U+3011><U+65B0><U+7247><U+6BB5>&<U+96FB><U+8996><U+9810><U+544A> ","tkuaaa","/bbs/movie/M.1372139756.A.D6B.html"," 6/25","1"
"1501","Re: [<U+7121><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> ""<U+8AFE><U+862D>""<U+5230><U+5E95><U+9A19><U+4E86><U+591A><U+5C11><U+7968><U+623F>?","alljerry04","/bbs/movie/M.1372139943.A.5D3.html"," 6/25","2"
"1502","[<U+65B0><U+805E>] <U+9999><U+6E2F><U+8CC7><U+6DF1><U+5F71><U+661F><U+5289><U+5BB6><U+826F> <U+75C5><U+901D>","wei0123","/bbs/movie/M.1372140401.A.FD1.html"," 6/25","23"
"1503","[<U+8ACB><U+76CA>] <U+63A8><U+85A6><U+8FD1><U+671F><U+597D><U+770B><U+52D5><U+4F5C><U+7247>","ak127911400","/bbs/movie/M.1372140611.A.605.html"," 6/25","4"
"1504","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","lpbrother","/bbs/movie/M.1372141025.A.EB8.html"," 6/25","37"
"1505","[<U+8A0E><U+8AD6>]«<U+54C8><U+6BD4><U+4EBA>»<U+6982><U+5FF5><U+8349><U+5716>&<U+52D2><U+82DF><U+62C9><U+65AF><U+5C01><U+9762><U+7167>","northoslo","/bbs/movie/M.1372142271.A.689.html"," 6/25","4"
"1506","[<U+8D08><U+7968>] <U+540D><U+5075><U+63A2><U+67EF><U+5357>:<U+7D55><U+6D77><U+7684><U+5075><U+63A2>-<U+53F0><U+5357><U+5A01><U+79C0><U+5F71><U+57CE>","christpisces","/bbs/movie/M.1372142387.A.905.html"," 6/25","3"
"1507","Re: [<U+8A0E><U+8AD6>]<U+3010><U+74B0><U+592A><U+5E73><U+6D0B><U+3011><U+65B0><U+7247><U+6BB5>&<U+96FB><U+8996><U+9810><U+544A> ","Amontillako","/bbs/movie/M.1372142988.A.13D.html"," 6/25","24"
"1508","Re: [<U+5927><U+8CA0><U+96F7>] <U+6284><U+8972><U+7684><U+5927><U+721B><U+7247> <U+5927><U+5C3E><U+9C78><U+9C3B>","cold1611","/bbs/movie/M.1372145173.A.E0E.html"," 6/25",""
"1509","[<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+6C92><U+6709><U+50CF><U+539F><U+7F6A><U+72AF><U+9019><U+6A23><U+7684><U+96FB><U+5F71>","gemini2010","/bbs/movie/M.1372148315.A.765.html"," 6/25","35"
"1510","[<U+554F><U+7247>] <U+4E3B><U+89D2><U+662F><U+5929><U+624D><U+97F3><U+6A02><U+795E><U+7AE5>","blauwzon","/bbs/movie/M.1372150383.A.CBF.html"," 6/25","6"
"1511","[<U+554F><U+7247>] <U+4E00><U+90E8><U+7D55><U+62DB><U+662F><U+63D2><U+8116><U+5B50><U+7684><U+7247> (<U+7279><U+6D1B><U+4F0A>)","skyapple","/bbs/movie/M.1372150455.A.1A2.html"," 6/25","27"
"1512","[<U+597D><U+96F7>] <U+672B><U+65E5><U+4E4B><U+6230>-<U+5F71><U+8A55> ","pigeonhole","/bbs/movie/M.1372150585.A.567.html"," 6/25",""
"1513","[<U+8ACB><U+76CA>] <U+8ACB><U+554F>IMDB<U+5982><U+4F55><U+641C><U+5C0B>TOP250<U+4EE5><U+5F8C><U+7684><U+96FB><U+5F71>","r12364","/bbs/movie/M.1372151316.A.704.html"," 6/25","4"
"1514","[<U+8A0E><U+8AD6>] <U+5A1C><U+6B50><U+871C><U+83EF><U+8332><U+65B0><U+7247><U+5927><U+8AC7><U+59E8><U+4F84><U+6200> <U+3010>Adore<U+3011><U+9810><U+544A>","nerve333","/bbs/movie/M.1372152252.A.E9C.html"," 6/25","7"
"1515","[<U+8CA0><U+96F7>]«<U+7D42><U+6975><U+8B66><U+63A2>:<U+8DE8><U+570B><U+6551><U+63F4>»OH MY DAD ~! ","ash1118","/bbs/movie/M.1372152619.A.591.html"," 6/25","6"
"1516","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+6C92><U+6709><U+50CF><U+539F><U+7F6A><U+72AF><U+9019><U+6A23><U+7684><U+96FB><U+5F71>","liusim","/bbs/movie/M.1372153568.A.672.html"," 6/25","10"
"1517","[<U+666E><U+96F7>] <U+672B><U+65E5>Z<U+6230> <U+53EF><U+80FD><U+6BD4><U+539F><U+672C><U+9084><U+597D><U+7684><U+5F8C><U+4F86>","zilkle","/bbs/movie/M.1372154598.A.943.html"," 6/25","6"
"1518","[<U+8A0E><U+8AD6>] <U+5468><U+6770><U+502B>«<U+5929><U+53F0>»<U+7D42><U+6975><U+7248><U+9810><U+544A>","TLP","/bbs/movie/M.1372155845.A.A5A.html"," 6/25","66"
"1519","[<U+65B0><U+805E>]<U+91D1><U+51F1><U+745E><U+8868><U+660E><U+4E0D><U+652F><U+6301><U+3010><U+7279><U+653B><U+806F><U+76DF>2<U+3011><U+66B4><U+529B><U+5834><U+9762>","tkuaaa","/bbs/movie/M.1372156569.A.3DD.html"," 6/25","29"
"1520","[<U+597D><U+7B11><U+7121><U+96F7>] <U+6FC0><U+611B>543","cloudyhouse","/bbs/movie/M.1372156662.A.FC1.html"," 6/25","3"
"1521","[<U+65B0><U+805E>] <U+7F85><U+4F2F><U+6D3E><U+6C40><U+68EE><U+65B0><U+4EE3><U+8A00><U+50B3><U+5EE3><U+544A><U+5167><U+5BB9><U+6709>4P<U+88F8><U+8EAB><U+5587><U+820C>","bswan","/bbs/movie/M.1372157491.A.504.html"," 6/25","1"
"1522","[<U+554F><U+7247>] <U+554F><U+4E00><U+90E8><U+97D3><U+570B><U+96FB><U+5F71>","kent0510","/bbs/movie/M.1372158375.A.A65.html"," 6/25","18"
"1523","[<U+7247><U+55AE>] <U+6709><U+95DC><U+65BC><U+90FD><U+6703><U+611B><U+60C5><U+7684><U+7247>","waws20312","/bbs/movie/M.1372162030.A.EF1.html"," 6/25","14"
"1524","[<U+597D><U+96F7>]<U+672B><U+65E5><U+4E4B><U+6230>-<U+6BAD><U+5C4D><U+7247><U+4E4B><U+5149>","johnny30315","/bbs/movie/M.1372164370.A.769.html"," 6/25","6"
"1525","[<U+8CA0><U+96F7>] <U+5225><U+5C0D><U+672B><U+65E5>Z<U+6230><U+62B1><U+6301><U+592A><U+5927><U+7684><U+671F><U+5F85>","DivineAngel","/bbs/movie/M.1372164868.A.3E4.html"," 6/25","3"
"1526","[<U+554F><U+5377>] <U+770B><U+96FB><U+5F71><U+7FD2><U+6163><U+8207><U+667A><U+6167><U+96FB><U+8996><U+610F><U+5411><U+8ABF><U+67E5> <U+9001>P<U+5E63><U+5594>!","MrChiang","/bbs/movie/M.1372165077.A.492.html"," 6/25","18"
"1527","Re: [<U+6975><U+60E1><U+96F7>] <U+5BCC><U+6625><U+5C71><U+5C45><U+5716>","ericjou999","/bbs/movie/M.1372165392.A.6EE.html"," 6/25","2"
"1528","[<U+65B0><U+805E>] <U+660E><U+661F><U+73A9><U+8DE8><U+754C> <U+57F7><U+5C0E><U+7B52><U+558A><U+958B><U+9EA5><U+62C9>","sampsonlu919","/bbs/movie/M.1372165980.A.755.html"," 6/25",""
"1529","[<U+65B0><U+805E>] <U+963F><U+6E6F><U+54E5><U+8207><U+5F37><U+5C3C><U+6234><U+666E><U+7684><U+5408><U+7167>","sate","/bbs/movie/M.1372166475.A.890.html"," 6/25","4"
"1530","[<U+65B0><U+805E>] <U+4E0B><U+534A><U+5E74><U+570B><U+7247><U+903E>14<U+90E8><U+4E0A><U+6A94> <U+7834><U+7D00><U+9304>","sampsonlu919","/bbs/movie/M.1372166661.A.65F.html"," 6/25","32"
"1531","[  <U+96F7>] <U+5A1B><U+6A02><U+9031><U+520A><U+8A0E><U+8AD6><U+672B><U+65E5><U+4E4B><U+6230><U+66F4><U+6539><U+7684><U+7D50><U+5C40>","Rfed","/bbs/movie/M.1372167732.A.826.html"," 6/25","3"
"1532","[<U+8A0E><U+8AD6>]<U+3010><U+73A9><U+547D><U+6CD5><U+5247><U+3011><U+9810><U+544A> <U+9EA5><U+53EF><U+6CD5><U+65AF><U+8CD3><U+9054>&<U+5C0F><U+5E03>&<U+96F7><U+5229><U+53F2><U+8003><U+7279>","tkuaaa","/bbs/movie/M.1372167919.A.A25.html"," 6/25","3"
"1533","[<U+597D><U+96F7>] <U+597D><U+770B><U+554A>!<U+672B><U+65E5>Z<U+6230>!","liusim","/bbs/movie/M.1372168293.A.3D7.html"," 6/25","9"
"1534","[<U+554F><U+7247>] <U+95DC><U+65BC><U+50F5><U+5C4D><U+7684><U+9810><U+544A><U+7247>","zi290411","/bbs/movie/M.1372169971.A.A82.html"," 6/25","6"
"1535","[<U+65B0><U+805E>] <U+96FB><U+5F71><U+696D><U+FE30><U+4E2D><U+570B><U+7247><U+8B8A><U+53F0><U+7063><U+7247><U+6377><U+5F91>","sampsonlu919","/bbs/movie/M.1372170172.A.6A0.html"," 6/25","31"
"1536","[<U+554F><U+7247>] <U+4E00><U+6BB5><U+7537><U+4EBA><U+8207><U+5973><U+9B3C><U+7684><U+5287><U+60C5>","Cyborg","/bbs/movie/M.1372170210.A.C07.html"," 6/25","5"
"1537","[<U+8A0E><U+8AD6>] <U+8ACB><U+5E6B><U+6211><U+63A8><U+85A6>catchpalay<U+597D><U+7247>","ofme","/bbs/movie/M.1372170863.A.DB8.html"," 6/25","14"
"1538","[<U+8650><U+5F85><U+96F7>] <U+5BCC><U+6625> ","Anjou","/bbs/movie/M.1372171126.A.FD3.html"," 6/25","4"
"1539","Re: [<U+8A0E><U+8AD6>] <U+80FD><U+4EE3><U+8868><U+96FB><U+5F71><U+7684>theme song","SantanaJohan","/bbs/movie/M.1372173732.A.6E1.html"," 6/25","3"
"1540","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","Nacia","/bbs/movie/M.1372174322.A.7B8.html"," 6/25","9"
"1541","[<U+666E><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4><U+771F><U+662F><U+96E3><U+770B><U+7206><U+4E86>","duckmoon","/bbs/movie/M.1372175032.A.31E.html"," 6/25","97"
"1542","[<U+8D08><U+7968>] <U+7834><U+6848><U+5929><U+624D><U+4F3D><U+5229><U+7565>:<U+771F><U+590F><U+65B9><U+7A0B><U+5F0F>-<U+7279><U+6620><U+6703><U+8D08><U+7968>","cds","/bbs/movie/M.1372175738.A.E3D.html"," 6/25",""
"1543","[<U+65B0><U+805E>] <U+9673><U+51F1><U+6B4C><U+3010><U+641C><U+7D22><U+3011><U+5403><U+918B>,<U+738B><U+73DE><U+4E39><U+5DE7><U+624B><U+64AB><U+63C9><U+606F><U+6012>","kkaicd1","/bbs/movie/M.1372176162.A.416.html"," 6/26",""
"1544","[<U+8D85><U+96F7>]<U+5BCC><U+6625><U+5C71><U+5C45><U+5716>-<U+5929><U+6A5F> ","YYkiki","/bbs/movie/M.1372176559.A.15E.html"," 6/26","9"
"1545","Re: [<U+65B0><U+805E>] <U+96FB><U+5F71><U+696D><U+FE30><U+4E2D><U+570B><U+7247><U+8B8A><U+53F0><U+7063><U+7247><U+6377><U+5F91>","diedo","/bbs/movie/M.1372177041.A.F07.html"," 6/26","5"
"1546","[<U+8A0E><U+8AD6>] <U+9F8D><U+6372><U+98A8><U+9019><U+90E8><U+8001><U+7247>","RacingKing","/bbs/movie/M.1372177899.A.580.html"," 6/26","26"
"1547","Re: [<U+8A0E><U+8AD6>] <U+70BA><U+4EC0><U+9EBC><U+53F0><U+7063><U+7247><U+540D><U+90FD><U+8981><U+5F88><U+5047><U+63B0>","hcju","/bbs/movie/M.1372178234.A.071.html"," 6/26","2"
"1548","[<U+597D><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> (<U+52D5><U+4F5C><U+985E>) ","uucb","/bbs/movie/M.1372178265.A.C71.html"," 6/26","2"
"1549","Re: [<U+8D85><U+96F7>]<U+5BCC><U+6625><U+5C71><U+5C45><U+5716>-<U+5929><U+6A5F> ","laechan","/bbs/movie/M.1372178301.A.1FD.html"," 6/26","3"
"1550","[<U+8A0E><U+8AD6>] 2009<U+5E74><U+81F3>2013<U+5E74><U+4E0A><U+6620><U+6050><U+6016>/<U+9A5A><U+609A>/<U+9B3C>/<U+61F8><U+7591><U+7247>","aa88650233","/bbs/movie/M.1372178949.A.901.html"," 6/26","3"
"1551","[<U+597D><U+96F7>] <U+5343><U+921E><U+4E00><U+9AEE>Gattaca [<U+7121><U+96F7>]","slycsboy","/bbs/movie/M.1372179176.A.F58.html"," 6/26","44"
"1552","[<U+8ACB><U+76CA>] <U+9ED1><U+5FC3><U+4EA4><U+6613><U+54E1><U+7684><U+544A><U+767D>Eric<U+9020><U+6A4B><U+7684><U+96B1><U+55BB>","nabiqueen","/bbs/movie/M.1372179291.A.E57.html"," 6/26","2"
